Mag,Time
-1.539167252385571,0.0
-1.824040706845535,0.03333333333333333
-2.1218341557340414,0.06666666666666667
-2.0959164660888323,0.1
-2.3766263124169935,0.13333333333333333
-2.2375398197453036,0.16666666666666666
-2.444010491584163,0.2
-2.642591301252682,0.23333333333333334
-2.609632919565457,0.26666666666666666
-2.969455828251699,0.3
-2.924414915265248,0.3333333333333333
-3.0928920468749412,0.36666666666666664
-3.0717612439320794,0.4
-3.169785453327923,0.43333333333333335
-3.2244854382729224,0.4666666666666667
-3.2641574409940413,0.5
-3.2952963220261475,0.5333333333333333
-3.3274845943689266,0.5666666666666667
-3.46478636861388,0.6
-3.9864222489762815,0.6333333333333333
-4.167935890950797,0.6666666666666666
-3.7388174276325232,0.7
-3.622431057928835,0.7333333333333333
-3.4026795114092296,0.7666666666666667
-3.2783514905994293,0.8
-3.2503530586800915,0.8333333333333334
-3.3370513896767386,0.8666666666666667
-2.8898459568615804,0.9
-2.97239286592798,0.9333333333333333
-2.5284696057299714,0.9666666666666667
-2.417376504282786,1.0
-2.7653326547741868,1.0333333333333334
-2.8186633088641164,1.0666666666666667
-1.6545942193109058,1.1
